auth_user_id,exam_name,user_exam_starts_at,actual_mark_percentage,previous_actual_mark_percentage,performance_trend
623a51f3fb492fa5df160079,সাপ্তাহিক পরীক্ষা - ১,2025-02-02 10:41:09.610000 UTC,56.25,62.5,Declined
623a51f3fb492fa5df160079,Class 10 - Weekly MCQ Exam - February 1,2025-02-09 13:17:37.443000 UTC,70.0,56.25,Improved
623a51f3fb492fa5df160079,Class 10 - Weekly MCQ Exam - February 2,2025-02-25 13:15:00.636000 UTC,34.17,70.0,Declined
623a51f3fb492fa5df160079,Class 10 - Monthly MCQ Exam - February,2025-03-02 11:20:08.378000 UTC,54.17,34.17,Improved
623a51f3fb492fa5df160079,Class 10 - Weekly MCQ Exam - March 1,2025-03-09 07:54:44.218000 UTC,95.0,54.17,Improved
623a51f3fb492fa5df160079,Class 10 - Monthly MCQ Exam - March,2025-03-23 07:50:03.268000 UTC,58.33,95.0,Declined
623a51f3fb492fa5df160079,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-19 13:20:27.835000 UTC,66.67,58.33,Improved
623a51f3fb492fa5df160079,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-21 07:00:29.816000 UTC,91.67,66.67,Improved
623a51f3fb492fa5df160079,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-21 07:03:15.710000 UTC,83.33,91.67,Declined
623a5273fb492fa5df16218e,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 12:32:50.754000 UTC,43.75,,
623a5273fb492fa5df16218e,Monthly Exam 1 (MCQ),2025-02-01 12:48:19.024000 UTC,33.33,43.75,Declined
623a5273fb492fa5df16218e,Class 10 - Weekly MCQ Exam - February 2,2025-02-15 16:02:04.202000 UTC,5.0,33.33,Declined
623a5273fb492fa5df16218e,Class 10 - Monthly MCQ Exam - March,2025-03-22 13:49:15.079000 UTC,20.83,5.0,Improved
623a5273fb492fa5df16218e,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-19 14:21:34.003000 UTC,-8.33,20.83,Declined
623a5280fb492fa5df1624f7,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 14:28:50.125000 UTC,43.75,,
623a5280fb492fa5df1624f7,Monthly Exam 1 (MCQ),2025-02-01 12:55:35.239000 UTC,75.0,43.75,Improved
623a5280fb492fa5df1624f7,Class 10 - Weekly MCQ Exam - February 1,2025-02-08 14:44:45.394000 UTC,90.0,75.0,Improved
623a5280fb492fa5df1624f7,Class 10 - Weekly MCQ Exam - February 2,2025-02-16 06:54:47.654000 UTC,50.0,90.0,Declined
623a5280fb492fa5df1624f7,Class 10 - Weekly MCQ Exam - February 2,2025-02-18 06:31:22.309000 UTC,50.0,50.0,Same
623a5280fb492fa5df1624f7,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-19 15:53:43.373000 UTC,66.67,50.0,Improved
623a52b1fb492fa5df1631fe,সাপ্তাহিক পরীক্ষা - ১,2025-01-26 11:36:25.326000 UTC,75.0,,
623a52b1fb492fa5df1631fe,Monthly Exam 1 (MCQ),2025-02-02 10:02:36.125000 UTC,75.0,75.0,Same
623a52b1fb492fa5df1631fe,Class 10 - Weekly MCQ Exam - February 2,2025-02-16 12:09:57.734000 UTC,54.17,75.0,Declined
623a52b1fb492fa5df1631fe,Class 10 - Weekly MCQ Exam - February 3,2025-02-23 11:48:49.862000 UTC,35.0,54.17,Declined
623a52b1fb492fa5df1631fe,Class 10 - Weekly MCQ Exam - March 1,2025-03-09 11:15:10.456000 UTC,40.0,35.0,Improved
623a52b1fb492fa5df1631fe,Class 10 - Weekly MCQ Exam - March 2,2025-03-16 11:41:57.380000 UTC,60.0,40.0,Improved
623a52b1fb492fa5df1631fe,Class 10 - Monthly MCQ Exam - March,2025-03-23 09:24:01.077000 UTC,83.33,60.0,Improved
623a52b1fb492fa5df1631fe,Class 10 - Weekly MCQ Exam - April 1,2025-04-13 12:00:30.284000 UTC,62.5,83.33,Declined
623a52b1fb492fa5df1631fe,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-20 09:20:14.259000 UTC,66.67,62.5,Improved
623a52b1fb492fa5df1631fe,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-27 12:05:37.474000 UTC,91.67,66.67,Improved
623a52bafb492fa5df163464,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 12:56:24.152000 UTC,0.0,,
623a52bafb492fa5df163464,Monthly Exam 1 (MCQ),2025-02-01 12:44:22.323000 UTC,16.67,0.0,Improved
623a52bafb492fa5df163464,Class 10 - Weekly MCQ Exam - February 2,2025-02-15 12:43:24.647000 UTC,5.83,16.67,Declined
623a52bafb492fa5df163464,Class 10 - Weekly MCQ Exam - February 3,2025-02-22 12:41:36.515000 UTC,-5.0,5.83,Declined
623a52bafb492fa5df163464,Class 10 - Weekly MCQ Exam - April 1,2025-04-12 13:17:13.855000 UTC,-6.67,-5.0,Declined
623a52bafb492fa5df163464,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-19 12:44:01.188000 UTC,8.33,-6.67,Improved
623a52bafb492fa5df163464,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-26 13:19:06.983000 UTC,41.67,8.33,Improved
623a54f8fb492fa5df16c814,সাপ্তাহিক পরীক্ষা - ১,2025-02-02 12:46:07.609000 UTC,0.0,,
623a54f8fb492fa5df16c814,Class 10 - Weekly MCQ Exam - February 1,2025-02-28 05:16:16.915000 UTC,40.0,0.0,Improved
623a54f8fb492fa5df16c814,Class 10 - Weekly MCQ Exam - March 2,2025-03-21 04:18:56.117000 UTC,65.0,40.0,Improved
623a54f8fb492fa5df16c814,সাপ্তাহিক পরীক্ষা - ১,2025-03-22 15:32:04.422000 UTC,31.25,65.0,Declined
623a5501fb492fa5df16ca79,Monthly Exam 1 (MCQ),2025-02-01 13:42:31.622000 UTC,79.17,,
623a5501fb492fa5df16ca79,সাপ্তাহিক পরীক্ষা - ১,2025-02-01 14:14:07.452000 UTC,43.75,79.17,Declined
623a5501fb492fa5df16ca79,Class 10 - Weekly MCQ Exam - February 1,2025-02-08 16:14:11.347000 UTC,45.0,43.75,Improved
623a5501fb492fa5df16ca79,Class 10 - Weekly MCQ Exam - February 2,2025-02-22 13:53:26.583000 UTC,54.17,45.0,Improved
623a5501fb492fa5df16ca79,Class 10 - Weekly MCQ Exam - February 3,2025-02-22 14:32:17.549000 UTC,15.0,54.17,Declined
623a56affb492fa5df173709,সাপ্তাহিক পরীক্ষা - ১,2025-01-26 00:20:52.102000 UTC,87.5,,
623a56affb492fa5df173709,Monthly Exam 1 (MCQ),2025-02-02 11:09:30.932000 UTC,87.5,87.5,Same
623a56affb492fa5df173709,Class 10 - Weekly MCQ Exam - February 1,2025-02-09 13:49:18.207000 UTC,85.0,87.5,Declined
623a574ffb492fa5df175f7d,Class 10 - Monthly MCQ Exam - February,2025-03-19 10:19:56.716000 UTC,-0.83,,
623a574ffb492fa5df175f7d,সাপ্তাহিক পরীক্ষা - ১,2025-03-19 10:21:12.327000 UTC,0.0,-0.83,Improved
623a574ffb492fa5df175f7d,Class 10 - Weekly MCQ Exam - March 2,2025-03-19 10:22:58.805000 UTC,0.0,0.0,Same
623a574ffb492fa5df175f7d,Monthly Exam 1 (MCQ),2025-03-21 10:28:26.124000 UTC,54.17,0.0,Improved
623a574ffb492fa5df175f7d,সাপ্তাহিক পরীক্ষা - ১,2025-03-21 10:46:24.030000 UTC,0.0,54.17,Declined
623a574ffb492fa5df175f7d,Monthly Exam 1 (MCQ),2025-03-21 10:47:10.269000 UTC,0.0,0.0,Same
623a574ffb492fa5df175f7d,সাপ্তাহিক পরীক্ষা - ১,2025-03-22 09:31:58.106000 UTC,0.0,0.0,Same
623a574ffb492fa5df175f7d,Class 10 - Weekly MCQ Exam - February 1,2025-03-22 09:33:28.006000 UTC,50.0,0.0,Improved
623a574ffb492fa5df175f7d,সাপ্তাহিক পরীক্ষা - ১,2025-03-22 12:41:17.061000 UTC,-1.25,50.0,Declined
623a574ffb492fa5df175f7d,Class 10 - Monthly MCQ Exam - March,2025-03-22 13:06:50.274000 UTC,0.0,-1.25,Improved
623a574ffb492fa5df175f7d,Class 10 - Weekly MCQ Exam - April 1,2025-04-12 15:27:32.295000 UTC,66.67,0.0,Improved
623a574ffb492fa5df175f7d,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-19 15:03:37.462000 UTC,58.33,66.67,Declined
623a574ffb492fa5df175f7d,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-26 14:09:46.908000 UTC,75.0,58.33,Improved
623a5759fb492fa5df1761dc,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 14:47:07.187000 UTC,66.25,,
623a5759fb492fa5df1761dc,Monthly Exam 1 (MCQ),2025-02-01 13:57:46.064000 UTC,54.17,66.25,Declined
623a5759fb492fa5df1761dc,Class 10 - Weekly MCQ Exam - April 1,2025-04-12 16:43:49.901000 UTC,87.5,54.17,Improved
623a5759fb492fa5df1761dc,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-26 13:09:11.931000 UTC,0.0,87.5,Declined
623a5825fb492fa5df17957d,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 12:32:49.457000 UTC,43.75,,
623a5825fb492fa5df17957d,Monthly Exam 1 (MCQ),2025-02-01 12:47:51.719000 UTC,80.0,43.75,Improved
623a5825fb492fa5df17957d,Class 10 - Weekly MCQ Exam - February 1,2025-02-08 18:49:00.301000 UTC,86.0,80.0,Improved
623a5825fb492fa5df17957d,Class 10 - Weekly MCQ Exam - February 2,2025-02-16 02:14:39.553000 UTC,77.5,86.0,Declined
623a5825fb492fa5df17957d,Class 10 - Weekly MCQ Exam - February 3,2025-02-23 05:54:26.854000 UTC,46.0,77.5,Declined
623a5825fb492fa5df17957d,Class 10 - Monthly MCQ Exam - February,2025-03-02 05:02:24.533000 UTC,58.33,46.0,Improved
623a58bbfb492fa5df17bb36,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 12:36:52.003000 UTC,93.75,,
623a58bbfb492fa5df17bb36,Monthly Exam 1 (MCQ),2025-02-01 13:30:25.820000 UTC,79.17,93.75,Declined
623a58bbfb492fa5df17bb36,Class 10 - Weekly MCQ Exam - February 3,2025-03-03 17:40:50.627000 UTC,0.0,79.17,Declined
623a58e1fb492fa5df17c4a8,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 12:42:55.734000 UTC,43.75,,
623a58e1fb492fa5df17c4a8,সাপ্তাহিক পরীক্ষা - ১,2025-01-26 13:23:17.710000 UTC,0.0,43.75,Declined
623a58e1fb492fa5df17c4a8,Monthly Exam 1 (MCQ),2025-02-01 12:38:41.629000 UTC,66.67,0.0,Improved
623a58e1fb492fa5df17c4a8,Class 10 - Weekly MCQ Exam - February 1,2025-02-08 16:54:39.450000 UTC,75.0,66.67,Improved
623a58e1fb492fa5df17c4a8,Class 10 - Weekly MCQ Exam - February 2,2025-02-15 16:24:24.680000 UTC,37.5,75.0,Declined
623a58e1fb492fa5df17c4a8,Class 10 - Weekly MCQ Exam - February 3,2025-02-22 13:58:01.606000 UTC,50.0,37.5,Improved
623a58e1fb492fa5df17c4a8,Class 10 - Monthly MCQ Exam - February,2025-03-01 13:39:21.460000 UTC,37.5,50.0,Declined
623a58e1fb492fa5df17c4a8,Class 10 - Weekly MCQ Exam - March 1,2025-03-08 12:43:24.449000 UTC,75.0,37.5,Improved
623a58e1fb492fa5df17c4a8,Class 10 - Weekly MCQ Exam - March 2,2025-03-15 13:02:53.057000 UTC,45.0,75.0,Declined
623a58e1fb492fa5df17c4a8,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-19 14:45:09.447000 UTC,58.33,45.0,Improved
623a58e1fb492fa5df17c4a8,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-26 13:20:33.336000 UTC,75.0,58.33,Improved
623a5ab2fb492fa5df1836b5,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 18:01:01.919000 UTC,56.25,,
623a5ab2fb492fa5df1836b5,সাপ্তাহিক পরীক্ষা - ১,2025-01-26 18:31:45.524000 UTC,82.5,56.25,Improved
623a5ab2fb492fa5df1836b5,Monthly Exam 1 (MCQ),2025-02-02 11:12:04.668000 UTC,84.17,82.5,Improved
623a5b71fb492fa5df18650d,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 13:14:39.606000 UTC,43.75,,
623a5b71fb492fa5df18650d,Monthly Exam 1 (MCQ),2025-02-01 14:31:15.579000 UTC,79.17,43.75,Improved
623a5e1efb492fa5df190b33,Class 10 - Weekly MCQ Exam - March 2,2025-03-15 12:35:24.011000 UTC,38.0,,
623a5e1efb492fa5df190b33,Class 10 - Monthly MCQ Exam - March,2025-03-22 14:49:29.663000 UTC,40.0,38.0,Improved
623a5e1efb492fa5df190b33,Class 10 - Weekly MCQ Exam - April 1,2025-04-12 15:12:08.052000 UTC,33.33,40.0,Declined
623a5e1efb492fa5df190b33,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-19 13:59:02.785000 UTC,26.67,33.33,Declined
623a5e1efb492fa5df190b33,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-26 12:55:02.567000 UTC,48.33,26.67,Improved
623a5e57fb492fa5df1918bc,Monthly Exam 1 (MCQ),2025-02-01 15:33:51.379000 UTC,75.0,,
623a5e57fb492fa5df1918bc,Class 10 - Weekly MCQ Exam - February 1,2025-02-08 16:33:15.202000 UTC,100.0,75.0,Improved
623a5e57fb492fa5df1918bc,Class 10 - Weekly MCQ Exam - February 3,2025-02-22 15:09:19.712000 UTC,70.0,100.0,Declined
623a5e57fb492fa5df1918bc,Class 10 - Weekly MCQ Exam - April 1,2025-04-12 15:56:02.624000 UTC,25.0,70.0,Declined
623a5fb3fb492fa5df196b63,Class 10 - Monthly MCQ Exam - February,2025-03-01 17:16:13.139000 UTC,62.5,,
623a5fb3fb492fa5df196b63,Class 10 - Weekly MCQ Exam - March 1,2025-03-08 13:43:12.437000 UTC,60.0,62.5,Declined
623a5fc0fb492fa5df196e94,সাপ্তাহিক পরীক্ষা - ১,2025-03-01 10:02:51.744000 UTC,48.75,,
623a5fc0fb492fa5df196e94,Class 10 - Monthly MCQ Exam - February,2025-03-01 12:45:16.804000 UTC,0.0,48.75,Declined
623a5fc0fb492fa5df196e94,Class 10 - Monthly MCQ Exam - February,2025-03-01 12:45:17.368000 UTC,65.83,0.0,Improved
623a5fc0fb492fa5df196e94,Monthly Exam 1 (MCQ),2025-03-02 13:27:28.825000 UTC,64.17,65.83,Declined
623a5fc0fb492fa5df196e94,Class 10 - Weekly MCQ Exam - March 1,2025-03-08 15:50:19.551000 UTC,60.0,64.17,Declined
623a5fc0fb492fa5df196e94,Class 10 - Weekly MCQ Exam - March 2,2025-03-15 16:29:54.119000 UTC,30.0,60.0,Declined
623a5fc0fb492fa5df196e94,Class 10 - Monthly MCQ Exam - March,2025-03-22 13:48:06.414000 UTC,68.33,30.0,Improved
623a5fc0fb492fa5df196e94,Class 10 - Weekly MCQ Exam - April 1,2025-04-12 12:42:28.328000 UTC,0.0,68.33,Declined
623a5fc0fb492fa5df196e94,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-19 15:23:07.432000 UTC,68.33,0.0,Improved
623a5fc0fb492fa5df196e94,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-26 14:17:17.233000 UTC,83.33,68.33,Improved
623a5fddfb492fa5df197558,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 14:03:16.822000 UTC,75.0,,
623a5fddfb492fa5df197558,Monthly Exam 1 (MCQ),2025-02-04 06:42:28.161000 UTC,50.0,75.0,Declined
623a5fe0fb492fa5df197620,সাপ্তাহিক পরীক্ষা - ১,2025-01-28 12:40:52.563000 UTC,33.75,,
623a608cfb492fa5df199dfd,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 12:49:51.454000 UTC,75.0,,
623a608cfb492fa5df199dfd,সাপ্তাহিক পরীক্ষা - ১,2025-01-26 16:29:18.925000 UTC,75.0,75.0,Same
623a608cfb492fa5df199dfd,Monthly Exam 1 (MCQ),2025-02-01 12:43:34.926000 UTC,70.83,75.0,Declined
623a608cfb492fa5df199dfd,Class 10 - Weekly MCQ Exam - February 1,2025-02-13 14:39:23.467000 UTC,65.0,70.83,Declined
623a608cfb492fa5df199dfd,Class 10 - Weekly MCQ Exam - February 2,2025-02-15 12:41:52.556000 UTC,79.17,65.0,Improved
623a608cfb492fa5df199dfd,Class 10 - Weekly MCQ Exam - February 3,2025-02-22 14:30:28.269000 UTC,20.0,79.17,Declined
623a608cfb492fa5df199dfd,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-19 12:56:42.385000 UTC,33.33,20.0,Improved
623a60e4fb492fa5df19b274,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 12:35:38.818000 UTC,75.0,,
623a60e4fb492fa5df19b274,Class 10 - Weekly MCQ Exam - April 1,2025-04-12 14:43:00.464000 UTC,33.33,75.0,Declined
623a614afb492fa5df19ca21,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 12:35:58.522000 UTC,75.0,,
623a614afb492fa5df19ca21,Monthly Exam 1 (MCQ),2025-02-01 12:36:10.514000 UTC,83.33,75.0,Improved
623a614afb492fa5df19ca21,Class 10 - Weekly MCQ Exam - February 1,2025-02-08 16:00:10.609000 UTC,0.0,83.33,Declined
623a614afb492fa5df19ca21,Class 10 - Weekly MCQ Exam - February 1,2025-02-08 16:00:16.097000 UTC,95.0,0.0,Improved
623a614afb492fa5df19ca21,Class 10 - Weekly MCQ Exam - February 2,2025-02-15 12:57:16.975000 UTC,66.67,95.0,Declined
623a614afb492fa5df19ca21,Class 10 - Weekly MCQ Exam - February 3,2025-02-22 12:39:03.253000 UTC,60.0,66.67,Declined
623a6164fb492fa5df19d01a,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 12:52:01.380000 UTC,0.0,,
623a6164fb492fa5df19d01a,সাপ্তাহিক পরীক্ষা - ১,2025-01-28 08:06:19.899000 UTC,52.5,0.0,Improved
623a6164fb492fa5df19d01a,Monthly Exam 1 (MCQ),2025-02-15 10:03:41.732000 UTC,0.0,52.5,Declined
623a6164fb492fa5df19d01a,Class 10 - Weekly MCQ Exam - February 2,2025-02-15 13:47:39.436000 UTC,50.83,0.0,Improved
623a61f6fb492fa5df19f207,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 12:34:44.366000 UTC,68.75,,
623a61f6fb492fa5df19f207,সাপ্তাহিক পরীক্ষা - ১,2025-01-26 13:58:19.628000 UTC,43.75,68.75,Declined
623a61f6fb492fa5df19f207,Monthly Exam 1 (MCQ),2025-02-02 08:28:09.018000 UTC,45.0,43.75,Improved
623a61f6fb492fa5df19f207,সাপ্তাহিক পরীক্ষা - ১,2025-02-02 09:04:37.150000 UTC,81.25,45.0,Improved
623a61f6fb492fa5df19f207,Class 10 - Weekly MCQ Exam - February 1,2025-02-09 03:57:45.344000 UTC,65.0,81.25,Declined
623a6229fb492fa5df19fdde,Class 10 - Weekly MCQ Exam - March 2,2025-03-16 03:33:54.181000 UTC,50.0,,
623a6229fb492fa5df19fdde,Class 10 - Weekly MCQ Exam - April 1,2025-04-12 13:18:07.784000 UTC,83.33,50.0,Improved
623a6229fb492fa5df19fdde,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-27 08:02:46.636000 UTC,75.0,83.33,Declined
623a62a3fb492fa5df1a19f9,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 12:41:09.219000 UTC,75.0,,
623a62a3fb492fa5df1a19f9,Class 10 - Weekly MCQ Exam - February 3,2025-02-22 14:09:35.317000 UTC,70.0,75.0,Declined
623a62a3fb492fa5df1a19f9,Class 10 - Weekly MCQ Exam - March 2,2025-03-15 15:38:01.252000 UTC,43.0,70.0,Declined
623a62affb492fa5df1a1ce2,Monthly Exam 1 (MCQ),2025-02-01 15:12:36.920000 UTC,50.0,,
623a62b1fb492fa5df1a1d37,Class 10 - Monthly MCQ Exam - March,2025-03-22 15:32:56.426000 UTC,41.67,,
623a62b1fb492fa5df1a1d37,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-26 13:04:11.014000 UTC,83.33,41.67,Improved
623a632bfb492fa5df1a38df,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 12:35:38.267000 UTC,0.0,,
623a632bfb492fa5df1a38df,Monthly Exam 1 (MCQ),2025-02-01 13:05:04.084000 UTC,35.0,0.0,Improved
623a63c8fb492fa5df1a5bb2,সাপ্তাহিক পরীক্ষা - ১,2025-01-26 08:14:39.223000 UTC,56.25,,
623a675ffb492fa5df1b28a9,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-26 14:57:10.829000 UTC,76.67,,
623a67b6fb492fa5df1b3bcc,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 13:02:53.637000 UTC,100.0,,
623a67b6fb492fa5df1b3bcc,Monthly Exam 1 (MCQ),2025-02-01 12:37:20.225000 UTC,95.83,100.0,Declined
623a67b6fb492fa5df1b3bcc,Class 10 - Weekly MCQ Exam - February 1,2025-02-08 15:35:06.632000 UTC,85.0,95.83,Declined
623a67b6fb492fa5df1b3bcc,Class 10 - Weekly MCQ Exam - February 2,2025-02-15 13:02:54.824000 UTC,83.33,85.0,Declined
623a67b6fb492fa5df1b3bcc,Class 10 - Weekly MCQ Exam - February 3,2025-02-22 14:25:16.744000 UTC,70.0,83.33,Declined
623a67b6fb492fa5df1b3bcc,Class 10 - Weekly MCQ Exam - March 2,2025-03-15 15:59:25.811000 UTC,60.0,70.0,Declined
623a67b6fb492fa5df1b3bcc,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-27 06:06:45.738000 UTC,91.67,60.0,Improved
623a68a2fb492fa5df1b7010,সাপ্তাহিক পরীক্ষা - ১,2025-01-31 17:39:18.610000 UTC,93.75,,
623a68a2fb492fa5df1b7010,Monthly Exam 1 (MCQ),2025-02-04 21:58:35.925000 UTC,0.0,93.75,Declined
623a6992fb492fa5df1ba4f2,সাপ্তাহিক পরীক্ষা - ১,2025-01-26 12:26:17.669000 UTC,0.0,,
623a6992fb492fa5df1ba4f2,Monthly Exam 1 (MCQ),2025-02-02 07:49:47.638000 UTC,87.5,0.0,Improved
623a6a64fb492fa5df1bd2c2,Monthly Exam 1 (MCQ),2025-02-01 18:26:44.412000 UTC,79.17,,
623a6a64fb492fa5df1bd2c2,Class 10 - Weekly MCQ Exam - April 1,2025-04-12 17:16:39.926000 UTC,62.5,79.17,Declined
623a6aa0fb492fa5df1bdfa9,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 13:03:28.007000 UTC,62.5,,
623a6aa0fb492fa5df1bdfa9,Monthly Exam 1 (MCQ),2025-02-01 18:34:21.070000 UTC,45.83,62.5,Declined
623a6aa0fb492fa5df1bdfa9,Class 10 - Weekly MCQ Exam - February 1,2025-02-08 16:29:59.354000 UTC,40.0,45.83,Declined
623a6aa0fb492fa5df1bdfa9,Class 10 - Weekly MCQ Exam - March 1,2025-03-08 19:28:23.530000 UTC,35.0,40.0,Declined
623a6ae8fb492fa5df1beee1,সাপ্তাহিক পরীক্ষা - ১,2025-04-22 03:26:10.706000 UTC,82.5,,
623a6ae8fb492fa5df1beee1,সাপ্তাহিক পরীক্ষা - ১,2025-04-22 03:30:48.467000 UTC,85.0,82.5,Improved
623a6ae8fb492fa5df1beee1,Class 10 - Weekly MCQ Exam - April 1,2025-04-23 02:16:55.858000 UTC,0.0,85.0,Declined
623a6ae8fb492fa5df1beee1,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-23 02:17:47.307000 UTC,36.67,0.0,Improved
623a6ae8fb492fa5df1beee1,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-23 13:03:23.304000 UTC,0.0,36.67,Declined
623a6ae8fb492fa5df1beee1,Class 10 - Weekly MCQ Exam - February 1,2025-04-23 23:31:10.377000 UTC,40.0,0.0,Improved
623a6ae8fb492fa5df1beee1,Class 10 - Weekly MCQ Exam - February 1,2025-04-25 12:08:04.993000 UTC,66.0,40.0,Improved
623a6ae8fb492fa5df1beee1,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-26 12:37:33.284000 UTC,66.67,66.0,Improved
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - February 1,2025-02-08 14:31:06.649000 UTC,4.0,,
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - February 1,2025-02-13 02:34:44.662000 UTC,-3.0,4.0,Declined
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - February 2,2025-02-15 13:28:54.524000 UTC,25.0,-3.0,Improved
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - February 3,2025-02-22 13:15:50.164000 UTC,37.0,25.0,Improved
623a6c3efb492fa5df1c3926,Class 10 - Monthly MCQ Exam - February,2025-03-01 17:01:17.365000 UTC,30.0,37.0,Declined
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - March 1,2025-03-08 14:02:22.641000 UTC,25.0,30.0,Declined
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - March 2,2025-03-15 15:15:14.918000 UTC,35.0,25.0,Improved
623a6c3efb492fa5df1c3926,Class 10 - Monthly MCQ Exam - March,2025-03-22 16:34:39.546000 UTC,38.33,35.0,Improved
623a6c3efb492fa5df1c3926,Class 10 - Monthly MCQ Exam - March,2025-03-23 17:56:03.394000 UTC,0.83,38.33,Declined
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - April 1,2025-04-12 14:42:05.600000 UTC,16.67,0.83,Improved
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-19 15:58:25.658000 UTC,25.0,16.67,Improved
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-21 11:41:44.850000 UTC,0.0,25.0,Declined
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-26 14:26:16.171000 UTC,0.0,0.0,Same
623a6d59fb492fa5df1c764b,সাপ্তাহিক পরীক্ষা - ১,2025-01-25 16:17:46.925000 UTC,72.5,,
623a6d59fb492fa5df1c764b,Monthly Exam 1 (MCQ),2025-02-01 13:53:27.903000 UTC,65.0,72.5,Declined
623a6d59fb492fa5df1c764b,Class 10 - Weekly MCQ Exam - February 1,2025-02-08 14:50:01.207000 UTC,85.0,65.0,Improved
623a6d59fb492fa5df1c764b,সাপ্তাহিক পরীক্ষা - ১,2025-02-11 15:48:14.756000 UTC,0.0,85.0,Declined
623a6d59fb492fa5df1c764b,Class 10 - Weekly MCQ Exam - February 2,2025-02-15 14:55:08.332000 UTC,80.0,0.0,Improved
623a6d59fb492fa5df1c764b,Class 10 - Weekly MCQ Exam - February 3,2025-02-22 12:59:21.479000 UTC,85.0,80.0,Improved
623a6d59fb492fa5df1c764b,Class 10 - Monthly MCQ Exam - February,2025-03-02 11:09:35.338000 UTC,80.83,85.0,Declined
623a6d59fb492fa5df1c764b,Class 10 - Weekly MCQ Exam - March 1,2025-03-08 12:49:55.509000 UTC,58.0,80.83,Declined
623a6d59fb492fa5df1c764b,Class 10 - Weekly MCQ Exam - March 2,2025-03-15 14:09:02.810000 UTC,67.0,58.0,Improved
623a6d59fb492fa5df1c764b,Class 10 - Monthly MCQ Exam - March,2025-03-23 08:30:22.463000 UTC,66.67,67.0,Declined
623a6d59fb492fa5df1c764b,Class 10 - Weekly MCQ Exam - April 1,2025-04-13 11:30:29.420000 UTC,60.0,66.67,Declined
623a6d59fb492fa5df1c764b,Class 10 - Weekly MCQ Exam - April Week 2,2025-04-20 03:08:01.284000 UTC,85.0,60.0,Improved
623a6d59fb492fa5df1c764b,Class 10 - Weekly MCQ Exam - April Week 3,2025-04-27 14:58:47.923000 UTC,41.67,85.0,Declined
